Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
Buffalo Bill Reservoir  - TPD,,,,,,,,,
,,,,,,,,,
,6/23/2014,0,1115,14.42,8.01,106.1,8.92,105.8,246
,,0.5,,13.59,8.01,106.1,8.93,104.3,253
,,1,,13.61,8.02,106.2,8.95,104,258
,,1.5,,13.39,7.99,106,8.84,102.9,262
,,2,,13.27,7.95,105,8.81,102.1,265
,,2.5,,12.83,7.9,96.1,8.79,100.8,267
,,3,,12.69,7.82,95.4,8.66,99.2,269
,,4,,12.25,7.74,91.2,8.67,98.2,272
,,5,,12.01,7.69,92.5,8.58,96.6,275
,,6,,11.92,7.66,95.1,8.6,96.7,276
,,7,,11.73,7.64,101.2,8.58,95.9,278
,,8,,11.69,7.64,102.2,8.53,95.2,280
,,9,,11.52,7.63,99.5,8.54,95.3,281
,,10,,11.38,7.63,96.5,8.6,95.5,283
,,11,,11.24,7.62,95,8.65,95.7,285
,,12,,11,7.6,94.3,8.62,94.9,286
,,13,,10.85,7.58,95.7,8.6,94.3,289
,,14,,10.82,7.57,95.7,8.61,94.3,290
,,15,,10.78,7.56,96.4,8.59,94.1,290
,,18,,10.09,7.52,91.6,8.41,90.2,293
,,,,,,,,,
,7/29/2014,0,932,18.06,7.83,89.6,8.17,104.5,375
,,0.5,,18.04,7.81,89.9,8.13,104.1,377
,,1,,17.99,7.76,89.7,8.11,103.9,380
,,1.5,,17.99,7.73,89.8,8.11,103.9,380
,,2,,17.94,7.71,89.8,8.11,103.7,382
,,2.5,,17.91,7.69,89.8,8.11,103.7,384
,,3,,17.78,7.68,89.3,8.11,103,384
,,4,,17.53,7.65,89.5,8.09,102.3,386
,,5,,17.38,7.64,89.2,8.08,101.8,387
,,6,,16.61,7.59,89.4,8.08,100.3,388
,,7,,16.29,7.56,88.3,8.05,99.3,389
,,8,,16,7.53,87.3,8.05,98.5,390
,,9,,15.7,7.5,86.7,8.04,97.9,390
,,10,,15.27,7.46,86.9,8.03,96.9,391
,,11,,15.07,7.46,84.5,8.05,96.9,392
,,12,,14.95,7.44,84.1,8.08,97,392
,,13,,14.81,7.43,83.8,8.09,96.7,392
,,14,,14.67,7.42,83.2,8.1,96.6,393
,,15,,14.52,7.4,82.7,8.09,96.1,393
,,20,,13.09,7.31,85.1,7.98,91.7,396
,,,,,,,,,
,9/23/2014,0,805,14.8,7.66,107,8.18,98.7,358
,,0.5,,14.9,7.68,107,8.09,97.5,361
,,1,,14.9,7.66,107,8.12,97.9,364
,,1.5,,14.8,7.62,107,8.12,97.9,366
,,2,,14.9,7.62,107,8.1,97.7,367
,,2.5,,14.8,7.6,107,8.14,98.1,369
